parcelid,State,County,taxrate
14104078,California,Orange,1.21
13925230,California,Orange,1.18
13928768,California,Orange,1.17
14129570,California,Orange,1.18
14179514,California,Orange,1.81
11234893,California,Los Angeles,1.71
11988704,California,Los Angeles,1.21
14025317,California,Orange,1.17
14171209,California,Orange,1.23
14096632,California,Orange,0.59
14112032,California,Orange,1.16
11266668,California,Los Angeles,1.88
14070427,California,Orange,1.64
14103887,California,Orange,1.18
11195530,California,Los Angeles,2.53
14057168,California,Orange,1.35
11299925,California,Los Angeles,1.77
14100278,California,Orange,1.14
14071679,California,Orange,1.14
14134831,California,Orange,1.54
11235037,California,Los Angeles,1.27
14207254,California,Orange,1.11
11295295,California,Los Angeles,2.02
11183972,California,Los Angeles,1.61
13984293,California,Orange,1.16
14141671,California,Orange,1.14
11185567,California,Los Angeles,1.54
14201550,California,Orange,1.28
13905119,California,Orange,1.7
14143906,California,Orange,1.21
13908467,California,Orange,2.01
14157292,California,Orange,1.31
11175546,California,Los Angeles,1.38
11212085,California,Los Angeles,1.81
12047536,California,Los Angeles,1.1
14107481,California,Orange,1.21
14015347,California,Orange,1.41
11988445,California,Los Angeles,1.21
14197192,California,Orange,1.15
11299148,California,Los Angeles,1.59
13933679,California,Orange,1.5
14168690,California,Orange,1.14
11265588,California,Los Angeles,1.32
14122977,California,Orange,1.21
11294394,California,Los Angeles,1.66
14016038,California,Orange,1.25
11288374,California,Los Angeles,1.7
14027825,California,Orange,1.15
14066763,California,Orange,1.13
14203455,California,Orange,1.11
14005371,California,Orange,1.22
11267044,California,Los Angeles,2.61
11197075,California,Los Angeles,1.61
14022434,California,Orange,1.22
14001846,California,Orange,1.13
14129596,California,Orange,1.18
12015052,California,Los Angeles,1.2
11269338,California,Los Angeles,1.3
14174860,California,Orange,1.13
167636088,California,Los Angeles,1.22
13996056,California,Orange,1.24
11186229,California,Los Angeles,1.61
14141391,California,Orange,1.17
14198503,California,Orange,1.16
14187180,California,Orange,1.11
11285178,California,Los Angeles,1.86
12020404,California,Los Angeles,1.22
11205980,California,Los Angeles,2.07
10737029,California,Los Angeles,1.33
14038207,California,Orange,1.15
12034130,California,Los Angeles,1.25
14201979,California,Orange,1.19
11297975,California,Los Angeles,1.69
13914229,California,Orange,1.51
13938086,California,Orange,1.03
11212771,California,Los Angeles,1.81
14098712,California,Orange,1.36
11201365,California,Los Angeles,1.6
11283520,California,Los Angeles,1.35
10712935,California,Los Angeles,1.36
12385303,California,Los Angeles,1.5
11020804,California,Los Angeles,1.26
11129888,California,Los Angeles,1.36
11016980,California,Los Angeles,1.27
12416262,California,Los Angeles,1.17
17280272,California,Ventura,1.06
10796558,California,Los Angeles,1.21
12760871,California,Los Angeles,1.31
17209733,California,Ventura,1.1
11560761,California,Los Angeles,1.31
12209549,California,Los Angeles,1.26
12413503,California,Los Angeles,1.14
17207893,California,Ventura,1.07
13079575,California,Los Angeles,1.23
10837722,California,Los Angeles,1.7
17208273,California,Ventura,1.06
11010076,California,Los Angeles,1.23
12411814,California,Los Angeles,1.87
11707795,California,Los Angeles,1.45
17258354,California,Ventura,1.08
12753319,California,Los Angeles,1.31
12755549,California,Los Angeles,1.66
17277676,California,Ventura,1.05
11394383,California,Los Angeles,1.25
11039636,California,Los Angeles,1.21
11529349,California,Los Angeles,1.93
14502711,California,Orange,1.43
11042125,California,Los Angeles,1.3
12826551,California,Los Angeles,1.21
14492642,California,Orange,1.03
14334551,California,Orange,1.32
17275065,California,Ventura,1.05
11787945,California,Los Angeles,1.51
12828372,California,Los Angeles,1.16
12826425,California,Los Angeles,1.62
12811610,California,Los Angeles,1.19
17215010,California,Ventura,1.11
17133268,California,Ventura,1.07
11032235,California,Los Angeles,1.27
11390450,California,Los Angeles,1.27
11390956,California,Los Angeles,1.24
11539410,California,Los Angeles,1.2
11391018,California,Los Angeles,1.25
14505862,California,Orange,1.55
10881924,California,Los Angeles,1.22
14309273,California,Orange,1.01
14308851,California,Orange,1.03
12707632,California,Los Angeles,1.75
17138246,California,Ventura,1.07
12705457,California,Los Angeles,1.6
13095147,California,Los Angeles,1.17
12702726,California,Los Angeles,1.8
11873345,California,Los Angeles,1.2
17285490,California,Ventura,1.12
12498863,California,Los Angeles,1.23
10987976,California,Los Angeles,1.22
12231144,California,Los Angeles,1.52
12681985,California,Los Angeles,1.3
13835219,California,Orange,1.52
11598107,California,Los Angeles,1.4
11326038,California,Los Angeles,1.17
10977827,California,Los Angeles,1.45
12691694,California,Los Angeles,1.48
12693391,California,Los Angeles,1.16
14292795,California,Orange,1.1
13097897,California,Los Angeles,1.25
12236364,California,Los Angeles,2.87
10992455,California,Los Angeles,1.23
14296960,California,Orange,1.05
10992771,California,Los Angeles,1.3
11344627,California,Los Angeles,1.62
11880139,California,Los Angeles,1.22
12491380,California,Los Angeles,1.32
12099193,California,Los Angeles,1.4
12738041,California,Los Angeles,1.58
10886406,California,Los Angeles,2.62
10757396,California,Los Angeles,1.23
10886105,California,Los Angeles,1.23
12747146,California,Los Angeles,1.31
11807609,California,Los Angeles,1.23
11567716,California,Los Angeles,1.26
12223987,California,Los Angeles,1.43
11876820,California,Los Angeles,1.25
12732385,California,Los Angeles,1.17
11877752,California,Los Angeles,1.24
12729130,California,Los Angeles,1.71
11704522,California,Los Angeles,1.32
12731881,California,Los Angeles,1.19
17287649,California,Ventura,1.32
14488214,California,Orange,1.02
14487285,California,Orange,1.01
14419701,California,Orange,1.0
17247980,California,Ventura,1.12
10861693,California,Los Angeles,1.21
14423345,California,Orange,2.0
17060559,California,Ventura,1.33
14375732,California,Orange,1.04
12148778,California,Los Angeles,1.11
12121272,California,Los Angeles,1.18
12926067,California,Los Angeles,1.26
10843759,California,Los Angeles,1.2
11434460,California,Los Angeles,1.21
11434395,California,Los Angeles,1.21
12453136,California,Los Angeles,1.24
12922016,California,Los Angeles,1.82
12921966,California,Los Angeles,1.18
11083166,California,Los Angeles,1.38
17245378,California,Ventura,1.18
17240977,California,Ventura,1.12
17241155,California,Ventura,1.15
13020411,California,Los Angeles,1.33
17075019,California,Ventura,1.09
10865743,California,Los Angeles,1.23
11088500,California,Los Angeles,1.27
14434786,California,Orange,0.99
12151755,California,Los Angeles,2.18
12917883,California,Los Angeles,1.59
13015687,California,Los Angeles,2.22
14429362,California,Orange,1.1
14429181,California,Orange,1.04
17244255,California,Ventura,1.18
11945897,California,Los Angeles,1.25
14398495,California,Orange,1.0
14396695,California,Orange,1.01
12439686,California,Los Angeles,1.2
11448740,California,Los Angeles,1.23
11447751,California,Los Angeles,1.16
17260392,California,Ventura,1.19
11101900,California,Los Angeles,1.26
11102203,California,Los Angeles,1.23
11100601,California,Los Angeles,1.22
14368622,California,Orange,1.01
17070214,California,Ventura,1.47
10775445,California,Los Angeles,1.22
10769533,California,Los Angeles,1.24
17063173,California,Ventura,1.2
12141524,California,Los Angeles,1.16
12141492,California,Los Angeles,1.29
17251056,California,Ventura,1.24
12957750,California,Los Angeles,1.4
11460848,California,Los Angeles,1.22
12439246,California,Los Angeles,1.25
12955454,California,Los Angeles,1.36
17070341,California,Ventura,1.26
10774020,California,Los Angeles,1.21
14407118,California,Orange,1.02
14487290,California,Orange,1.01
12344767,California,Los Angeles,1.63
14469818,California,Orange,1.01
10787639,California,Los Angeles,1.26
13037703,California,Los Angeles,1.35
12468955,California,Los Angeles,1.43
12170206,California,Los Angeles,1.17
12112623,California,Los Angeles,1.22
13038436,California,Los Angeles,1.64
12170905,California,Los Angeles,1.19
12430162,California,Los Angeles,1.76
11503919,California,Los Angeles,1.11
11504572,California,Los Angeles,1.12
11410702,California,Los Angeles,1.39
11057267,California,Los Angeles,1.24
14475849,California,Orange,1.02
12854562,California,Los Angeles,1.33
12833180,California,Los Angeles,1.22
14483967,California,Orange,1.26
12169841,California,Los Angeles,1.17
10839654,California,Los Angeles,1.3
17131372,California,Ventura,1.1
14480763,California,Orange,1.01
17272152,California,Ventura,1.08
12850835,California,Los Angeles,1.76
14469310,California,Orange,1.43
11059820,California,Los Angeles,1.5
11500360,California,Los Angeles,1.11
12461652,California,Los Angeles,1.19
13026948,California,Los Angeles,1.67
17237055,California,Ventura,1.08
17237484,California,Ventura,1.25
11949733,California,Los Angeles,1.19
11949644,California,Los Angeles,1.2
14363501,California,Orange,1.16
14451602,California,Orange,0.96
17268225,California,Ventura,1.06
14365969,California,Orange,1.03
11074054,California,Los Angeles,1.26
14366069,California,Orange,1.05
12896316,California,Los Angeles,1.31
17236217,California,Ventura,1.11
13035065,California,Los Angeles,1.21
14465473,California,Orange,1.0
14465009,California,Orange,1.63
14464636,California,Orange,1.42
14354601,California,Orange,1.46
10868333,California,Los Angeles,1.22
10868130,California,Los Angeles,1.36
11494523,California,Los Angeles,1.22
11916312,California,Los Angeles,1.82
17128809,California,Ventura,1.08
14456928,California,Orange,1.6
12167495,California,Los Angeles,1.17
14287614,California,Orange,1.06
12752282,California,Los Angeles,1.26
11636458,California,Los Angeles,1.2
17173454,California,Ventura,1.14
11305195,California,Los Angeles,1.41
10903949,California,Los Angeles,1.22
12266014,California,Los Angeles,2.16
12283129,California,Los Angeles,2.1
11679945,California,Los Angeles,1.15
12394608,California,Los Angeles,1.68
11309410,California,Los Angeles,2.04
10960806,California,Los Angeles,1.11
12657189,California,Los Angeles,1.24
11679205,California,Los Angeles,1.14
11309472,California,Los Angeles,1.99
12276208,California,Los Angeles,2.59
10827389,California,Los Angeles,1.31
10962967,California,Los Angeles,1.24
13888884,California,Orange,1.06
12398534,California,Los Angeles,1.34
11634908,California,Los Angeles,1.32
11308114,California,Los Angeles,1.45
13888322,California,Orange,1.06
12565127,California,Los Angeles,1.35
12609915,California,Los Angeles,1.15
11308098,California,Los Angeles,1.59
12640650,California,Los Angeles,1.23
11319318,California,Los Angeles,1.55
12610747,California,Los Angeles,1.56
10914366,California,Los Angeles,1.22
10830207,California,Los Angeles,1.24
12603938,California,Los Angeles,1.18
10819847,California,Los Angeles,1.25
11683386,California,Los Angeles,1.18
14246238,California,Orange,1.52
12312492,California,Los Angeles,1.34
12398560,California,Los Angeles,2.12
12311043,California,Los Angeles,1.83
11622169,California,Los Angeles,1.18
11971835,California,Los Angeles,1.31
17298372,California,Ventura,1.37
10905399,California,Los Angeles,1.27
11969924,California,Los Angeles,1.22
12515273,California,Los Angeles,1.21
12240085,California,Los Angeles,1.32
11643809,California,Los Angeles,1.2
11313110,California,Los Angeles,1.64
11640641,California,Los Angeles,1.23
13847152,California,Orange,1.27
12307209,California,Los Angeles,1.88
11312252,California,Los Angeles,1.84
12282097,California,Los Angeles,2.05
10820766,California,Los Angeles,1.2
12591726,California,Los Angeles,1.25
14262056,California,Orange,1.48
11141928,California,Los Angeles,1.3
11603756,California,Los Angeles,1.21
10830305,California,Los Angeles,1.27
12672915,California,Los Angeles,1.14
11816137,California,Los Angeles,1.3
12093548,California,Los Angeles,1.18
12597791,California,Los Angeles,1.15
10815651,California,Los Angeles,1.23
12322180,California,Los Angeles,1.26
13876105,California,Orange,1.16
10974377,California,Los Angeles,1.41
11322267,California,Los Angeles,2.5
12680821,California,Los Angeles,1.13
11839030,California,Los Angeles,1.25
17148095,California,Ventura,1.17
11311690,California,Los Angeles,1.61
14251329,California,Orange,1.2
13848234,California,Orange,1.27
10817914,California,Los Angeles,1.21
14286197,California,Orange,1.17
10933083,California,Los Angeles,1.21
14260581,California,Orange,1.16
12895331,California,Los Angeles,1.25
17237669,California,Ventura,1.17
10782249,California,Los Angeles,1.24
13965849,California,Orange,1.21
12460853,California,Los Angeles,1.23
12895720,California,Los Angeles,1.19
12460641,California,Los Angeles,1.2
12050704,California,Los Angeles,1.12
11486198,California,Los Angeles,1.18
11217239,California,Los Angeles,2.52
13967614,California,Orange,1.22
12865580,California,Los Angeles,1.22
11501666,California,Los Angeles,1.13
10926837,California,Los Angeles,1.27
12862127,California,Los Angeles,1.17
12581962,California,Los Angeles,1.33
12583005,California,Los Angeles,1.39
14470977,California,Orange,0.96
17159847,California,Ventura,1.2
10869493,California,Los Angeles,1.21
14127255,California,Orange,1.17
12171126,California,Los Angeles,3.0
11057735,California,Los Angeles,1.39
12857844,California,Los Angeles,1.17
10789265,California,Los Angeles,1.22
17160876,California,Ventura,1.14
17228958,California,Ventura,1.38
14475649,California,Orange,1.01
11647391,California,Los Angeles,1.21
14466969,California,Orange,1.04
12868035,California,Los Angeles,1.23
14465025,California,Orange,1.62
14456570,California,Orange,1.57
12566512,California,Los Angeles,2.78
14113716,California,Orange,1.13
12883264,California,Los Angeles,1.24
14762166,California,Orange,1.01
14761913,California,Orange,1.01
14461402,California,Orange,1.04
10720978,California,Los Angeles,1.43
17234839,California,Ventura,1.13
14462811,California,Orange,1.59
10737150,California,Los Angeles,1.21
11277553,California,Los Angeles,2.16
11496879,California,Los Angeles,1.11
11063634,California,Los Angeles,1.24
17233915,California,Ventura,1.2
10786030,California,Los Angeles,1.24
10914758,California,Los Angeles,1.24
10830233,California,Los Angeles,1.46
11831358,California,Los Angeles,1.52
14409622,California,Orange,1.05
14201157,California,Orange,1.17
14201151,California,Orange,1.18
17064644,California,Ventura,1.31
11461315,California,Los Angeles,1.22
14410263,California,Orange,1.04
10844169,California,Los Angeles,1.22
13947377,California,Orange,1.26
14056193,California,Orange,1.11
11667703,California,Los Angeles,1.22
11667386,California,Los Angeles,1.2
10909639,California,Los Angeles,1.2
17150405,California,Ventura,1.83
10864234,California,Los Angeles,1.22
14415865,California,Orange,1.01
13949863,California,Orange,1.29
12937019,California,Los Angeles,1.64
14420095,California,Orange,1.01
17149016,California,Ventura,1.19
11468394,California,Los Angeles,1.25
14106312,California,Orange,1.18
11103194,California,Los Angeles,1.36
14203523,California,Orange,1.1
11673987,California,Los Angeles,1.23
13940368,California,Orange,1.32
12531284,California,Los Angeles,1.19
10828904,California,Los Angeles,1.33
11452029,California,Los Angeles,1.17
14059628,California,Orange,1.48
10828601,California,Los Angeles,1.24
11670662,California,Los Angeles,1.2
11824658,California,Los Angeles,1.33
11669911,California,Los Angeles,1.24
14085365,California,Orange,1.2
17253755,California,Ventura,1.18
14201779,California,Orange,1.18
12537052,California,Los Angeles,1.2
12308100,California,Los Angeles,1.68
11093697,California,Los Angeles,1.25
12027440,California,Los Angeles,1.21
14135452,California,Orange,1.46
17244005,California,Ventura,1.98
12913841,California,Los Angeles,1.28
17243619,California,Ventura,1.75
14060959,California,Orange,1.11
17126229,California,Ventura,1.07
12910932,California,Los Angeles,1.2
14111224,California,Orange,1.16
14438730,California,Orange,1.01
14438994,California,Orange,1.0
12907578,California,Los Angeles,1.26
17241469,California,Ventura,1.14
14440265,California,Orange,1.0
11076867,California,Los Angeles,1.24
10720510,California,Los Angeles,1.26
12285341,California,Los Angeles,1.77
11075751,California,Los Angeles,1.22
11075640,California,Los Angeles,1.25
12156439,California,Los Angeles,1.14
14050850,California,Orange,1.12
10740409,California,Los Angeles,0.5
11848660,California,Los Angeles,1.39
17244773,California,Ventura,1.18
12147538,California,Los Angeles,11.01
11738868,California,Los Angeles,1.38
10911651,California,Los Angeles,1.37
17246156,California,Ventura,1.17
17059104,California,Ventura,1.43
13953929,California,Orange,1.39
14136701,California,Orange,1.14
17245965,California,Ventura,1.18
11281684,California,Los Angeles,1.45
10912291,California,Los Angeles,1.2
14082615,California,Orange,1.17
12289828,California,Los Angeles,1.86
10913070,California,Los Angeles,1.23
12551309,California,Los Angeles,1.19
12920474,California,Los Angeles,1.65
11641556,California,Los Angeles,1.3
17224733,California,Ventura,1.11
14477966,California,Orange,0.96
14027937,California,Orange,1.18
11263226,California,Los Angeles,1.49
11181641,California,Los Angeles,1.25
11885352,California,Los Angeles,1.46
10954609,California,Los Angeles,1.1
12743221,California,Los Angeles,1.73
14026622,California,Orange,1.21
11004655,California,Los Angeles,1.2
14165488,California,Orange,1.25
12737581,California,Los Angeles,1.6
12491114,California,Los Angeles,1.36
11691873,California,Los Angeles,1.2
12652072,California,Los Angeles,1.45
10886339,California,Los Angeles,1.22
11008922,California,Los Angeles,1.27
12030881,California,Los Angeles,1.22
11552109,California,Los Angeles,1.21
14148490,California,Orange,1.15
12771783,California,Los Angeles,1.25
12766948,California,Los Angeles,1.98
12042561,California,Los Angeles,1.08
11555478,California,Los Angeles,1.22
11238426,California,Los Angeles,1.61
17211183,California,Ventura,1.06
11238456,California,Los Angeles,1.96
11265030,California,Los Angeles,1.56
12511700,California,Los Angeles,1.14
11263753,California,Los Angeles,1.46
12209255,California,Los Angeles,1.4
12756194,California,Los Angeles,1.96
11886814,California,Los Angeles,1.21
11886487,California,Los Angeles,1.5
12319787,California,Los Angeles,1.41
14150142,California,Orange,1.23
10813531,California,Los Angeles,1.4
14031956,California,Orange,1.35
10988846,California,Los Angeles,1.23
11604753,California,Los Angeles,1.22
10984921,California,Los Angeles,1.24
10984353,California,Los Angeles,1.25
11603726,California,Los Angeles,1.2
12501324,California,Los Angeles,1.2
12692719,California,Los Angeles,1.22
12673102,California,Los Angeles,1.14
10717871,California,Los Angeles,1.25
11997371,California,Los Angeles,1.21
10976437,California,Los Angeles,1.43
11603059,California,Los Angeles,1.37
12678736,California,Los Angeles,1.15
12679576,California,Los Angeles,1.14
14018902,California,Orange,1.46
12680494,California,Los Angeles,1.16
10975547,California,Los Angeles,1.47
11593948,California,Los Angeles,1.15
10891736,California,Los Angeles,1.26
14154852,California,Orange,1.2
11879689,California,Los Angeles,2.25
17201679,California,Ventura,1.09
12720901,California,Los Angeles,1.28
11611917,California,Los Angeles,1.21
12720855,California,Los Angeles,1.55
14010021,California,Orange,7.58
12496785,California,Los Angeles,1.33
10808525,California,Los Angeles,1.2
10992700,California,Los Angeles,1.21
12494877,California,Los Angeles,1.21
12669428,California,Los Angeles,1.27
11184132,California,Los Angeles,1.8
12669906,California,Los Angeles,1.14
12226280,California,Los Angeles,1.47
12705938,California,Los Angeles,1.73
11874371,California,Los Angeles,1.29
14041311,California,Orange,1.12
12775863,California,Los Angeles,1.24
11248412,California,Los Angeles,1.27
10816755,California,Los Angeles,1.25
10934208,California,Los Angeles,1.24
14487343,California,Orange,1.0
14487775,California,Orange,1.02
12600058,California,Los Angeles,1.42
12478557,California,Los Angeles,1.17
11202029,California,Los Angeles,1.8
14126215,California,Orange,1.15
14180106,California,Orange,1.28
11190751,California,Los Angeles,1.8
17223249,California,Ventura,1.12
12827456,California,Los Angeles,1.2
14491957,California,Orange,1.03
13985764,California,Orange,1.25
12826888,California,Los Angeles,1.21
12518770,California,Los Angeles,1.18
12184362,California,Los Angeles,1.27
12825799,California,Los Angeles,1.51
11803387,California,Los Angeles,1.71
17132574,California,Ventura,1.06
14495233,California,Orange,1.27
11271210,California,Los Angeles,1.57
13981924,California,Orange,1.09
12852153,California,Los Angeles,1.53
11054811,California,Los Angeles,1.24
12850879,California,Los Angeles,1.63
11235515,California,Los Angeles,1.7
14182723,California,Orange,1.18
11214261,California,Los Angeles,2.23
14479020,California,Orange,0.99
12175476,California,Los Angeles,1.39
14479787,California,Orange,0.91
14480317,California,Orange,1.03
11052920,California,Los Angeles,1.23
10721619,California,Los Angeles,1.23
11513352,California,Los Angeles,1.08
12475128,California,Los Angeles,1.25
11198566,California,Los Angeles,1.77
12839026,California,Los Angeles,1.26
14126703,California,Orange,1.16
11516456,California,Los Angeles,1.19
11516736,California,Los Angeles,1.21
12837897,California,Los Angeles,1.73
12822426,California,Los Angeles,1.15
10879012,California,Los Angeles,1.21
11711582,California,Los Angeles,1.26
11541505,California,Los Angeles,1.2
10716388,California,Los Angeles,1.24
13995112,California,Orange,1.26
10838705,California,Los Angeles,1.31
11029868,California,Los Angeles,1.43
11026541,California,Los Angeles,1.3
10733965,California,Los Angeles,1.23
11547175,California,Los Angeles,1.2
12782026,California,Los Angeles,1.23
12779964,California,Los Angeles,1.31
12779050,California,Los Angeles,1.3
12485349,California,Los Angeles,1.22
14169847,California,Orange,1.35
11549906,California,Los Angeles,1.21
11631805,California,Los Angeles,1.17
12045427,California,Los Angeles,1.14
10938504,California,Los Angeles,1.13
11530278,California,Los Angeles,1.28
11531059,California,Los Angeles,1.2
14498759,California,Orange,1.02
14500238,California,Orange,1.03
11269553,California,Los Angeles,1.71
14502045,California,Orange,1.43
10900485,California,Los Angeles,1.2
12196214,California,Los Angeles,1.25
17219641,California,Ventura,1.15
11236796,California,Los Angeles,1.95
14506461,California,Orange,0.96
11177877,California,Los Angeles,1.39
12802041,California,Los Angeles,1.32
12801411,California,Los Angeles,1.58
12265296,California,Los Angeles,1.8
17169973,California,Ventura,1.14
12191479,California,Los Angeles,1.23
12844204,California,Los Angeles,1.26
12307033,California,Los Angeles,2.33
13006103,California,Los Angeles,1.23
11151446,California,Los Angeles,1.87
10854543,California,Los Angeles,1.32
13051235,California,Los Angeles,1.35
11296683,California,Los Angeles,1.61
11319319,California,Los Angeles,1.51
13913620,California,Orange,1.19
14349017,California,Orange,1.15
13919605,California,Orange,1.2
12394485,California,Los Angeles,1.71
11308401,California,Los Angeles,1.52
11289850,California,Los Angeles,1.7
11296560,California,Los Angeles,1.98
10847948,California,Los Angeles,1.22
13926524,California,Orange,1.19
13858548,California,Orange,1.11
13928906,California,Orange,1.64
13047743,California,Los Angeles,1.19
12998282,California,Los Angeles,1.39
14316916,California,Orange,1.07
12076500,California,Los Angeles,1.1
11152757,California,Los Angeles,1.32
11306776,California,Los Angeles,1.61
12088189,California,Los Angeles,1.2
17114754,California,Ventura,1.06
12107761,California,Los Angeles,1.16
14334440,California,Orange,1.12
13098621,California,Los Angeles,1.26
12363130,California,Los Angeles,1.55
10851822,California,Los Angeles,1.25
13901715,California,Orange,1.49
12100809,California,Los Angeles,2.03
14221529,California,Orange,1.36
11347471,California,Los Angeles,1.4
17263774,California,Ventura,1.15
11300417,California,Los Angeles,1.73
13073058,California,Los Angeles,1.15
11206513,California,Los Angeles,1.84
17273670,California,Ventura,1.06
14343087,California,Orange,1.2
13086102,California,Los Angeles,1.64
14303816,California,Orange,1.21
13042861,California,Los Angeles,1.16
14298068,California,Orange,1.07
12396415,California,Los Angeles,1.91
14221412,California,Orange,1.36
13927807,California,Orange,1.2
11314591,California,Los Angeles,1.74
10712878,California,Los Angeles,1.27
12098082,California,Los Angeles,1.14
14343730,California,Orange,1.04
14299485,California,Orange,1.14
14371609,California,Orange,1.03
14299287,California,Orange,1.21
13868348,California,Orange,1.16
14255745,California,Orange,1.19
14373938,California,Orange,1.04
12379834,California,Los Angeles,1.38
11760646,California,Los Angeles,1.31
11427521,California,Los Angeles,1.62
17264792,California,Ventura,1.21
11204783,California,Los Angeles,1.72
11341158,California,Los Angeles,2.69
12435574,California,Los Angeles,1.19
11134284,California,Los Angeles,1.48
13082885,California,Los Angeles,1.35
13084193,California,Los Angeles,1.96
11428689,California,Los Angeles,1.25
14262574,California,Orange,1.19
13084221,California,Los Angeles,1.49
12081099,California,Los Angeles,1.21
11162684,California,Los Angeles,1.33
11305758,California,Los Angeles,1.76
13927710,California,Orange,1.57
13931311,California,Orange,1.32
12989969,California,Los Angeles,1.25
14324604,California,Orange,1.08
13894137,California,Orange,1.1
14285745,California,Orange,1.32
14222887,California,Orange,1.1
11125070,California,Los Angeles,1.34
13897438,California,Orange,0.99
10761801,California,Los Angeles,1.23
13925148,California,Orange,1.15
14092522,California,Orange,1.31
12386329,California,Los Angeles,1.3
14222769,California,Orange,1.1
12105050,California,Los Angeles,1.18
13032285,California,Los Angeles,1.17
12128778,California,Los Angeles,1.15
17107785,California,Ventura,1.05
12389170,California,Los Angeles,1.28
11126351,California,Los Angeles,1.29
11304767,California,Los Angeles,1.72
14362339,California,Orange,1.18
12440435,California,Los Angeles,1.2
12421952,California,Los Angeles,1.22
11324777,California,Los Angeles,2.46
13893152,California,Orange,1.14
14362226,California,Orange,1.17
13063680,California,Los Angeles,1.31
13849952,California,Orange,1.14
14239780,California,Orange,1.21
13029930,California,Los Angeles,1.32
13030024,California,Los Angeles,1.84
12126612,California,Los Angeles,1.2
13921239,California,Orange,1.29
13034632,California,Los Angeles,1.18
11962071,California,Los Angeles,1.27
11950124,California,Los Angeles,1.22
11984381,California,Los Angeles,1.21
12115052,California,Los Angeles,1.16
14223270,California,Orange,1.08
13029531,California,Los Angeles,1.29
13839074,California,Orange,1.26
11290400,California,Los Angeles,2.07
17111092,California,Ventura,1.12
17097277,California,Ventura,1.12
10860050,California,Los Angeles,1.24
14070250,California,Orange,1.13
13092037,California,Los Angeles,1.41
17284235,California,Ventura,1.1
12091363,California,Los Angeles,1.21
12711945,California,Los Angeles,1.49
10971269,California,Los Angeles,1.29
12712233,California,Los Angeles,1.19
12709352,California,Los Angeles,1.13
12493769,California,Los Angeles,1.21
12225445,California,Los Angeles,1.31
10801552,California,Los Angeles,1.21
14010876,California,Orange,1.23
14284316,California,Orange,1.8
17137820,California,Ventura,1.07
17287917,California,Ventura,1.29
14123015,California,Orange,1.15
13090904,California,Los Angeles,1.35
12710361,California,Los Angeles,1.52
11323698,California,Los Angeles,2.42
11601965,California,Los Angeles,1.21
11877445,California,Los Angeles,1.19
14156566,California,Orange,1.23
14020331,California,Orange,1.74
11603537,California,Los Angeles,1.31
12710241,California,Los Angeles,1.33
10806889,California,Los Angeles,1.22
12222608,California,Los Angeles,1.31
17199430,California,Ventura,1.11
11137175,California,Los Angeles,1.72
12694388,California,Los Angeles,1.23
12037137,California,Los Angeles,1.33
12694615,California,Los Angeles,1.22
11296958,California,Los Angeles,1.54
12621730,California,Los Angeles,6.12
12621730,California,Los Angeles,6.12
14293412,California,Orange,1.11
12499702,California,Los Angeles,1.22
10975999,California,Los Angeles,1.45
14293534,California,Orange,1.59
10727163,California,Los Angeles,1.52
17194070,California,Ventura,1.1
12501501,California,Los Angeles,1.25
11967700,California,Los Angeles,1.24
12234844,California,Los Angeles,2.57
12687980,California,Los Angeles,1.1
10805713,California,Los Angeles,1.29
12688267,California,Los Angeles,1.8
10980019,California,Los Angeles,1.24
14291120,California,Orange,1.96
10981704,California,Los Angeles,1.25
11997289,California,Los Angeles,1.21
17191516,California,Ventura,1.05
12021950,California,Los Angeles,1.21
13099737,California,Los Angeles,1.28
12501783,California,Los Angeles,1.25
12693410,California,Los Angeles,1.28
11700543,California,Los Angeles,1.29
11598617,California,Los Angeles,1.23
17092659,California,Ventura,1.11
12706024,California,Los Angeles,1.12
11700900,California,Los Angeles,1.28
17197269,California,Ventura,1.09
13093425,California,Los Angeles,0.58
14296466,California,Orange,1.06
11251608,California,Los Angeles,1.3
11598474,California,Los Angeles,1.22
12703199,California,Los Angeles,1.16
11200566,California,Los Angeles,2.64
12699193,California,Los Angeles,1.23
11333008,California,Los Angeles,1.3
12229839,California,Los Angeles,1.36
10991506,California,Los Angeles,1.29
11137648,California,Los Angeles,1.37
17138624,California,Ventura,1.08
14013886,California,Orange,1.21
12702653,California,Los Angeles,1.1
14013783,California,Orange,1.52
14289934,California,Orange,1.14
11335992,California,Los Angeles,1.98
11250176,California,Los Angeles,1.11
11182623,California,Los Angeles,1.62
14299328,California,Orange,1.12
17212672,California,Ventura,1.07
14319444,California,Orange,1.01
12485431,California,Los Angeles,1.61
14319479,California,Orange,1.01
11349512,California,Los Angeles,1.29
11129022,California,Los Angeles,1.33
12332421,California,Los Angeles,1.51
12779254,California,Los Angeles,1.32
17087227,California,Ventura,1.06
13996861,California,Orange,1.41
11179434,California,Los Angeles,1.33
10882514,California,Los Angeles,1.23
11551401,California,Los Angeles,1.22
14322111,California,Orange,1.22
11551403,California,Los Angeles,1.22
11017136,California,Los Angeles,1.29
14314930,California,Orange,1.06
12486877,California,Los Angeles,1.62
11556107,California,Los Angeles,1.2
12764509,California,Los Angeles,1.35
17211431,California,Ventura,1.06
12486800,California,Los Angeles,1.25
11015844,California,Los Angeles,1.23
11554962,California,Los Angeles,1.2
